first_release_year,name,count
2014,neo orchestral,1
2014,neo soul,14
2014,neo-progressive rock,1
2014,neo-psychedelia,15
2014,neo-romantic,1
2014,neo-soul,3
2014,neo-traditional country,4
2014,neo-traditionalist country,1
2014,neocrust,2
2014,neofolk,16
2014,neosoul,1
2014,nerdcore,8
2014,neurofunk,3
2014,new 2014,1
2014,new age,76
2014,new romantic,1
2014,new wave,55
2014,nick burningup blaze,1
2014,nightcore,1
2014,nightrun,1
2014,nikia,1
2014,niklas kvarforth,1
2014,niko marks,2
2014,no wave,8
2014,noise,182
2014,noise pop,14
2014,noise rock,24
2014,noisecore,7
2014,non-music,38
2014,norah jones,4
2014,novelty,1
2014,nsfw cover art,1
2014,nu disco,4
2014,nu metal,16
2014,nursery,1
2014,nursery rhymes,1
2014,official release,2
2014,official version,2
2014,offizielle charts,6
2014,oi,9
2014,old school hip hop,1
2014,old-time,2
2014,oldies,1
2014,opera,9
2014,orchestral,27
2014,original,3
2014,ornaments,2
2014,ornaments music,2
2014,ost,3
2014,outlaw country,1
2014,p-funk,1
2014,paisley underground,1
2014,palestine,1
2014,parody,1
2014,pawel zarecki,1
2014,pbr&b,1
2014,pennsylvania,1
2014,persian pop,2
2014,phonk,3
2014,piano blues,2
2014,piano rock,2
2014,pink,4
2014,pioneer,1
2014,pittsburgh,1
2014,plena,2
2014,plunderphonics,10
2014,podcast,4
2014,poetry,2
2014,pokemon,1
2014,poland,1
2014,political hip hop,3
2014,pop,1149
2014,pop 2010er,4
2014,pop general,4
2014,pop metal,2
2014,pop perfection,1
2014,pop punk,87
2014,pop rap,37
2014,pop reggae,1
2014,pop rock,250
2014,pop soul,7
2014,pop vocalists,1
2014,pop-rock/electropop,1
2014,pop/folk,1
2014,pop/rock,7
2014,pop/rock/indie/electronic,1
2014,pornogrind,1
2014,post rock,1
2014,post-apocalyptic,1
2014,post-bop,45
2014,post-classical,5
2014,post-grunge,10
